,starttime,endtime,phaseDuration,,
545,1709163909,1709163909,5,,1.00136E-05
546,1709163914,1709163914,5,,1.00136E-05
547,1709163919,1709163919,5,,2.00272E-05
548,1709163924,1709163924,5,,2.00272E-05
549,1709163929,1709163929,5,,2.00272E-05
550,1709163934,1709163934,5,,1.00136E-05
551,1709163939,1709163939,5,,1.00136E-05
552,1709163944,1709163944,5,,1.00136E-05
553,1709163949,1709163949,5,,1.97887E-05
554,1709163954,1709163954,5,,1.00136E-05
555,1709163959,1709163959,5,,2.00272E-05
556,1709163965,1709163965,5,,1.00136E-05
557,1709163970,1709163970,5,,2.00272E-05
558,1709163975,1709163975,5,,1.00136E-05
559,1709163980,1709163980,5,,1.97887E-05
560,1709163985,1709163985,5,,9.77516E-06
561,1709163990,1709163990,5,,2.00272E-05
562,1709163995,1709163995,5,,2.00272E-05
563,1709164000,1709164000,5,,2.00272E-05
564,1709164005,1709164005,5,,1.00136E-05
565,1709164010,1709164010,5,,2.00272E-05
566,1709164015,1709164015,5,,2.00272E-05
567,1709164021,1709164021,5,,1.00136E-05
568,1709164026,1709164026,5,,2.00272E-05
569,1709164031,1709164031,5,,1.00136E-05
570,1709164036,1709164036,5,,1.00136E-05
571,1709164041,1709164041,5,,2.00272E-05
572,1709164046,1709164046,5,,2.00272E-05
573,1709164051,1709164051,5,,2.00272E-05
574,1709164056,1709164056,5,,2.00272E-05
575,1709164061,1709164061,5,,2.00272E-05
576,1709164066,1709164066,5,,2.00272E-05
577,1709164072,1709164072,5,,1.00136E-05
578,1709164077,1709164077,5,,2.00272E-05
579,1709164082,1709164082,5,,2.00272E-05
580,1709164087,1709164087,5,,2.00272E-05
581,1709164092,1709164092,5,,1.00136E-05
582,1709164097,1709164097,5,,2.00272E-05
583,1709164102,1709164102,5,,1.00136E-05
584,1709164107,1709164107,5,,1.00136E-05
585,1709164112,1709164112,5,,2.00272E-05
586,1709164118,1709164118,5,,1.00136E-05
587,1709164123,1709164123,5,,1.00136E-05
588,1709164128,1709164128,5,,1.00136E-05
589,1709164133,1709164133,5,,1.00136E-05
590,1709164138,1709164138,5,,3.00407E-05
591,1709164143,1709164143,5,,2.00272E-05
592,1709164148,1709164148,5,,2.00272E-05
593,1709164153,1709164153,5,,2.00272E-05
594,1709164158,1709164158,5,,2.00272E-05
595,1709164164,1709164164,5,,1.00136E-05
596,1709164169,1709164169,5,,2.00272E-05
597,1709164174,1709164174,5,,2.00272E-05
598,1709164179,1709164179,5,,2.00272E-05
599,1709164184,1709164184,5,,1.97887E-05
600,1709164189,1709164189,5,,1.97887E-05
601,1709164194,1709164194,5,,2.00272E-05
602,1709164199,1709164199,5,,2.00272E-05
603,1709164204,1709164204,5,,2.00272E-05
604,1709164209,1709164209,5,,2.00272E-05
605,1709164215,1709164215,5,,9.77516E-06
606,1709164220,1709164220,5,,2.00272E-05
607,1709164225,1709164225,5,,2.00272E-05
