,vehicleid,delaytime
194,SE1196,11.39686203
195,NS1194,12.3040657
196,SN1195,13.49507189
197,SE1197,10.49696803
198,NS1198,9.89606142
199,SE1199,10.19508386
200,NS1200,6.290796041
201,SN1201,9.298300743
202,NW1203,7.209581614
203,SN1202,9.001238823
204,NE0204,9.907840729
205,SN1210,6.303225279
206,SE1207,8.403693914
207,SE1208,8.10302496
208,NS1205,10.21052551
209,NS1206,9.908582687
210,NW1211,5.999660969
211,SW0209,37.7995162
212,NE0213,31.50324726
213,NE0215,21.58789134
214,SW0212,31.79467702
215,SN1218,13.49943542
216,SE1214,34.19764614
217,NS1216,26.70334911
218,NS1217,17.39487576
219,NS1219,11.10041833
220,SN1220,6.298291683
221,NE0221,6.59417367
222,SW0222,6.601726532
223,NE0224,6.604551792
224,SW0223,6.597005844
225,SN1225,10.79628086
226,SN1226,6.299978018
227,NS1227,6.306092978
228,SW0228,15.0106461
229,NE0233,6.597700834
230,NE0234,6.592653751
231,SN1231,14.69508529
232,SE1230,18.30197501
233,NS1229,22.21275377
234,NW1235,9.607634306
235,SN1236,10.79217148
236,SE1237,10.2053709
237,NS1232,13.80285048
238,SE1239,6.29197073
239,SN1240,6.291312456
240,SW0238,10.80161119
241,NS1241,14.0984726
242,SN1242,12.60394764
243,SN1243,12.59137964
244,SN1244,6.287207842
245,NS1246,5.993957281
246,SW0245,9.300192833
247,SW0247,6.611007929
248,NS1248,8.101885557
249,NW1249,6.900093794
250,SN1252,6.29783988
251,SE1251,6.298877001
252,SW0250,14.10203052
253,SW0253,6.60057497
254,NE0254,6.600210667
255,SE1255,6.30792737
256,NS1257,6.001440287
257,NE0256,12.60500288
258,NE0258,6.59575367
259,NE0261,6.583169937
260,SN1260,10.80221725
261,SE1259,11.70355916
262,SW0262,20.0975728
263,NE0263,21.29604983
264,SW0264,19.49083853
265,NE0267,6.607143641
,,
,,10.40637675
