# 17b4de0d-c737-4d0b-b937-32bd2ef0c95b;;;;;;
# 603fd3987364b09f9aacb70d1ed12c268e24dd56;;;;;;
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
60.3876678;30.53;2.65;2.0443622;-0.0029122;8;0
60.587627;30.51;2.65;2.0437926;-0.0027852;8;0
60.7875862;30.45;2.65;2.0432483;-0.0026583;8;0
60.9875453;30.42;2.64;2.0427295;-0.0025314;8;0
61.1875045;30.37;2.64;2.042236;-0.0024046;8;0
61.3874636;30.33;2.64;2.0417678;-0.0022778;8;0
61.5874228;30.27;2.63;2.041325;-0.0021511;8;0
61.787382;30.24;2.63;2.0409076;-0.0020245;8;0
61.9873411;30.21;2.63;2.0405154;-0.0018979;8;0
62.1873003;30.16;2.63;2.0401486;-0.0017714;8;0
62.3872595;30.11;2.62;2.039807;-0.0016449;8;0
62.5872186;30.01;2.62;2.0394907;-0.0015186;8;0
62.7871778;29.93;2.61;2.0391997;-0.0013923;8;0
62.987137;29.87;2.61;2.0389339;-0.001266;8;0
63.1870961;29.84;2.61;2.0386934;-0.0011399;8;0
63.3870553;29.79;2.6;2.0384781;-0.0010137;8;0
63.5870145;29.75;2.6;2.038288;-0.0008877;8;0
63.7869736;29.72;2.6;2.038123;-0.0007617;8;0
63.9869328;29.69;2.6;2.0379833;-0.0006358;8;0
64.186892;29.61;2.59;2.0378688;-0.00051;8;0
64.3868511;29.57;2.59;2.0377794;-0.0003842;8;0
64.5868103;29.54;2.59;2.0377151;-0.0002586;8;0
64.7867695;29.5;2.59;2.0376759;-0.0001332;8;0
64.9867286;29.48;2.58;2.0376618;-0.0000081;8;0
65.1866878;29.44;2.58;2.0376726;0.0001158;8;0
65.3866469;29.4;2.58;2.0377081;0.0002397;8;0
65.5866061;29.36;2.58;2.0377682;0.0003598;8;0
65.7865653;29.3;2.57;2.037852;0.0004785;8;0
65.9865244;29.27;2.57;2.0379598;0.0006072;8;0
66.1864836;29.24;2.57;2.0380976;0.0007711;8;0
66.3864428;29.2;2.57;2.0382682;0.0009351;8;0
66.5864019;29.14;2.56;2.0384715;0.001098;8;0
66.7863611;29.1;2.56;2.0387073;0.0012605;8;0
66.9863203;29.06;2.56;2.0389755;0.0014204;8;0
67.1862794;29.02;2.55;2.0392746;0.0015709;8;0
67.3862386;28.97;2.55;2.0396038;0.0017215;8;0
67.5861978;28.93;2.55;2.0399631;0.0018719;8;0
67.7861569;28.91;2.55;2.0403524;0.0020223;8;0
67.9861161;28.87;2.55;2.0407718;0.0021725;8;0
68.1860753;28.85;2.54;2.0412212;0.0023227;8;0
68.3860344;28.81;2.54;2.0417007;0.0024728;8;0
68.5859936;28.77;2.54;2.0422101;0.0026228;8;0
68.7859527;28.74;2.54;2.0427496;0.0027727;8;0
68.9859119;28.7;2.53;2.043319;0.0029225;8;0
69.1858711;28.66;2.53;2.0439183;0.0030722;8;0
69.3858302;28.62;2.53;2.0445476;0.0032219;8;0
69.5857894;28.55;2.53;2.0452068;0.0033715;8;0
69.7857486;28.52;2.53;2.0458959;0.003521;8;0
69.9857077;28.49;2.53;2.0466149;0.0036704;8;0
70.1856669;28.45;2.53;2.0473638;0.0038197;8;0
70.3856261;28.43;2.53;2.0481425;0.003969;8;0
70.5855852;28.4;2.53;2.0489511;0.0041182;8;0
70.7855444;28.35;2.53;2.0497894;0.0042673;8;0
70.9855036;28.31;2.53;2.0506576;0.0044163;8;0
71.1854627;28.26;2.53;2.0515556;0.0045652;8;0
71.3854219;28.22;2.53;2.0524833;0.0047141;8;0
71.5853811;28.17;2.54;2.0534408;0.0048628;8;0
71.7853402;28.12;2.54;2.0544281;0.0050115;8;0
71.9852994;28.08;2.54;2.055445;0.0051601;8;0
72.1852586;28.03;2.54;2.0564917;0.0053086;8;0
72.3852177;28;2.54;2.057568;0.0054571;8;0
72.5851769;27.96;2.54;2.0586741;0.0056055;8;0
72.785136;27.92;2.54;2.0598098;0.0057538;8;0
72.9850952;27.87;2.54;2.0609751;0.0059021;8;0
73.1850544;27.84;2.54;2.0621701;0.0060502;8;0
73.3850135;27.82;2.54;2.0633947;0.0061983;8;0
73.5849727;27.77;2.54;2.0646489;0.0063463;8;0
73.7849319;27.73;2.54;2.0659327;0.0064942;8;0
73.984891;27.71;2.54;2.067246;0.0066421;8;0
74.1848502;27.68;2.54;2.068589;0.0067899;8;0
74.3848094;27.63;2.54;2.0699614;0.0069376;8;0
74.5847685;27.59;2.54;2.0713634;0.0070853;8;0
74.7847277;27.56;2.54;2.072795;0.0072328;8;0
74.9846869;27.54;2.54;2.074256;0.0073804;8;0
75.184646;27.49;2.54;2.0757465;0.0075278;8;0
75.3846052;27.47;2.54;2.0772665;0.0076752;8;0
75.5845644;27.44;2.54;2.078816;0.0078225;8;0
75.7845235;27.38;2.54;2.0803949;0.0079698;8;0
75.9844827;27.35;2.54;2.0820032;0.008117;8;0
76.1844419;27.32;2.54;2.083641;0.0082641;8;0
76.384401;27.3;2.54;2.0853082;0.0084113;8;0
76.5843602;27.26;2.54;2.0870048;0.0085582;8;0
76.7843193;27.2;2.54;2.0887308;0.0087052;8;0
76.9842785;27.13;2.54;2.0904862;0.0088522;8;0
77.1842377;27.07;2.54;2.0922709;0.008999;8;0
77.3841968;27.03;2.54;2.0940851;0.0091458;8;0
77.584156;27;2.54;2.0959285;0.0092926;8;0
77.7841152;26.97;2.54;2.0978013;0.0094393;8;0
77.9840743;26.93;2.54;2.0997035;0.009586;8;0
78.1840335;26.9;2.54;2.1016349;0.0097326;8;0
78.3839927;26.86;2.54;2.1035957;0.0098792;8;0
78.5839518;26.82;2.54;2.1055858;0.0100258;8;0
78.783911;26.78;2.54;2.1076052;0.0101723;8;0
78.9838702;26.71;2.54;2.1096539;0.0103188;8;0
79.1838293;26.68;2.54;2.1117319;0.0104652;8;0
79.3837885;26.66;2.54;2.1138391;0.0106117;8;0
79.5837477;26.63;2.54;2.1159757;0.0107581;8;0
79.7837068;26.59;2.54;2.1181415;0.0109045;8;0
79.983666;26.55;2.54;2.1203366;0.0110509;8;0
80.1836252;26.53;2.55;2.1225609;0.0111972;8;0
80.3835843;26.5;2.55;2.1248146;0.0113436;8;0
80.5835435;26.46;2.55;2.1270974;0.01149;8;0
80.7835026;26.41;2.55;2.1294096;0.0116363;8;0
80.9834618;26.37;2.56;2.131751;0.0117827;8;0
81.183421;26.33;2.56;2.1341217;0.0119291;8;0
81.3833801;26.29;2.56;2.1365217;0.0120755;8;0
81.5833393;26.27;2.57;2.138951;0.0122219;8;0
81.7832985;26.22;2.57;2.1414095;0.0123684;8;0
81.9832576;26.17;2.57;2.1438973;0.0125149;8;0
82.1832168;26.13;2.58;2.1464144;0.0126615;8;0
82.383176;26.1;2.58;2.1489609;0.0128081;8;0
82.5831351;26.06;2.58;2.1515366;0.0129547;8;0
82.7830943;26.02;2.59;2.1541417;0.0131015;8;0
82.9830535;25.98;2.59;2.1567761;0.0132483;8;0
83.1830126;25.94;2.59;2.1594399;0.0133951;8;0
83.3829718;25.9;2.6;2.1621331;0.0135421;8;0
83.582931;25.86;2.6;2.1648557;0.0136892;8;0
83.7828901;25.83;2.6;2.1676077;0.0138364;8;0
83.9828493;25.79;2.61;2.1703891;0.0139837;8;0
84.1828085;25.76;2.61;2.1732;0.0141311;8;0
84.3827676;25.71;2.61;2.1760404;0.0142786;8;0
84.5827268;25.68;2.62;2.1789103;0.0144264;8;0
84.7826859;25.65;2.62;2.1818098;0.0145744;8;0
84.9826451;25.6;2.62;2.1847389;0.0147229;8;0
85.1826043;25.56;2.63;2.1876978;0.0148723;8;0
85.3825634;25.54;2.63;2.1906866;0.0150218;8;0
85.5825226;25.5;2.63;2.1937054;0.0151728;8;0
85.7824818;25.44;2.63;2.1967545;0.0153242;8;0
85.9824409;25.39;2.64;2.1998339;0.0154762;8;0
86.1824001;25.35;2.64;2.2029438;0.0156294;8;0
86.3823593;25.32;2.65;2.2060843;0.0157826;8;0
86.5823184;25.29;2.65;2.2092557;0.0159373;8;0
86.7822776;25.25;2.65;2.212458;0.0160923;8;0
86.9822368;25.21;2.65;2.2156913;0.0162479;8;0
87.1821959;25.17;2.66;2.2189559;0.0164046;8;0
87.3821551;25.14;2.66;2.2222518;0.0165614;8;0
87.5821143;25.11;2.66;2.2255792;0.0167194;8;0
87.7820734;25.07;2.67;2.2289382;0.0168778;8;0
87.9820326;25.03;2.67;2.2323289;0.0170369;8;0
88.1819918;24.99;2.67;2.2357516;0.017197;8;0
88.3819509;24.96;2.68;2.2392064;0.0173574;8;0
88.5819101;24.93;2.68;2.2426932;0.017518;8;0
88.7818692;24.91;2.68;2.2462121;0.0176788;8;0
88.9818284;24.87;2.68;2.2497636;0.0178493;8;0
89.1817876;24.81;2.69;2.2533513;0.0180345;8;0
89.3817467;24.78;2.69;2.256976;0.0182202;8;0
