,vehicleid,delaytime
360,WS1360,21.32650423
361,WE1372,6.588777542
362,ES0358,32.69777274
363,WN0354,38.98676372
364,ES0361,26.99722195
365,WN0362,23.10307431
366,ES0370,13.4931109
367,NE0369,22.78984022
368,SW0371,17.6798687
369,NE0373,18.56059861
370,NE0381,8.701020718
371,WE1377,22.78176188
372,EN1378,20.70026517
373,EW1380,19.19536519
374,WS1379,21.87761188
375,WE1383,13.48607445
376,EW1385,6.305342913
377,SN1365,42.88270807
378,SE1374,33.27104878
379,NS1364,43.18725491
380,NW1367,38.70140457
381,SN1366,41.97211266
382,SE1384,9.582720757
383,NS1382,22.50165248
384,SN1375,34.18288779
385,SN1376,33.87797594
386,SE1386,6.286453724
387,NE0387,9.838778019
388,NE0389,8.083191633
389,NE0391,6.606384277
390,EN1388,17.40601182
391,WE1390,13.77596855
392,EN1397,6.29898572
393,ES0395,16.19933224
394,WN0398,13.80128503
395,ES0396,15.88742137
396,EW1399,14.37140083
397,WS1404,9.008522272
398,WE1407,6.583733559
399,WS1411,6.608670473
400,EW1412,6.305461645
401,SN1410,12.31444573
402,SE1394,42.31300426
403,NS1400,27.31205583
404,NS1401,27.3091197
405,NW1392,48.01811075
406,NW1393,43.21602964
407,SE1414,10.79983711
408,NW1405,24.00295115
409,SN1415,6.306930304
410,NW1409,15.31550694
411,SE1417,6.302860737
412,SW0416,10.19852519
413,NE0402,36.29528522
414,NE0403,32.99407887
415,SW0418,8.099782467
416,NE0413,20.67339969
417,NE0422,6.591386795
418,ES0406,38.09094286
419,WN0408,36.90540099
420,EN1429,11.69849038
421,EW1424,22.19949722
422,WE1421,28.20236039
423,WS1419,32.3833406
424,WS1427,16.20971704
425,WS1431,12.28786731
426,WE1434,6.49570322
427,WE1435,6.54934001
428,SN1420,38.08753467
429,SE1428,20.39085221
430,NS1433,11.31376886
431,NW1423,31.78275418
432,SE1430,18.5947504
433,NW1425,28.77647686
434,NW1426,23.68323851
435,NW1436,6.001935005
436,SW0432,30.93008089
437,NE0446,6.596666336
438,ES0437,23.99840117
439,ES0439,23.09569764
440,ES0441,21.00220728
441,WN0448,6.569423437
442,EW1438,31.49883628
443,WS1442,25.52300811
444,EW1440,30.29287601
445,EW1450,7.174063921
446,WS1451,7.173727036
447,EW1453,6.601330042
448,WE1454,6.610958576
449,WS1459,6.612138033
450,EW1458,6.323438644
451,EN1462,6.296103954
452,SW0447,29.70362377
453,NE0460,10.18551135
454,SW0455,18.87816381
455,SW0456,18.88971639
456,SN1452,28.20788813
457,SE1445,42.63368034
458,NS1444,45.33692741
459,NW1443,45.63400722
460,SN1461,17.4171927
461,ES0449,38.68668175
462,WN0457,34.76295424
463,ES0467,13.49546552
464,WN0471,8.708046198
465,ES0473,6.895755529
466,ES0475,6.296550751
467,WN0481,6.608218431
468,EN1464,34.49397588
469,EW1466,29.68458724
470,WE1463,38.9954834
471,WS1472,23.44376874
472,EN1465,32.99901533
473,EW1469,25.78933477
474,WE1478,14.08907223
475,EN1476,15.58957648
476,WE1479,13.78032136
477,EN1484,6.287525892
,,
,,25.26691303
