,vehicleid,delaytime,,
287,SE1365,7.280584812,,
288,NS1364,6.893019199,,
289,NS1366,6.806671858,,
290,NS1369,6.746787548,,
291,NW1374,6.60273695,,
292,NW1375,6.588786364,,
293,NS1377,6.64414835,,
294,NW1378,6.650578022,,
295,EW1274,31.90488744,,
296,WE1325,32.34617829,,
297,EN1321,31.96528625,,
298,EW1293,31.96787858,,
299,WS1320,32.35322762,,
300,EN1323,31.99974966,,
301,EW1304,32.02450418,,
302,WE1330,30.25802326,,
303,EN1342,23.81964827,,
304,WS1332,29.94946575,,
305,EW1316,32.09469867,,
306,EW1328,32.11294293,,
307,WE1353,22.11049032,,
308,EN1346,23.47136712,,
309,WS1335,28.5703125,,
310,EN1348,23.50323653,,
311,EN1349,23.59351754,,
312,EW1331,30.80977392,,
313,WE1362,20.70259929,,
314,WS1347,25.81297851,,
315,EN1355,8.057974339,,
316,EW1341,8.041295528,,
317,WE1370,19.22956586,,
318,WS1354,8.367525101,,
319,EN1367,7.934129953,,
320,EW1351,7.915006876,,
321,WE1381,8.249319077,,
322,EW1352,7.822831631,,
323,WS1360,8.184146881,,
324,EN1373,7.786898613,,
325,WE1387,8.088227034,,
326,WS1363,8.066543818,,
327,EW1383,7.618501663,,
328,EN1385,7.558588505,,
329,EW1392,7.339368582,,
330,WE1396,7.728552818,,
331,WS1368,7.726501465,,
332,EW1394,7.093392611,,
333,WS1401,7.431918383,,
334,WE1408,6.72135663,,
335,WE1411,6.833954811,,
336,EN1410,6.648995638,,
337,ES085,151.7154443,,
338,WN083,154.8831792,,
339,ES0107,141.0614207,,
340,WN093,150.7533467,,
341,ES0113,140.2829773,,
342,WN0110,142.579468,,
343,ES0116,140.2223406,,
344,WN0130,131.6342835,,
345,ES0120,132.3076892,,
346,WN0137,127.3698609,,
347,ES0170,7.529490948,,
348,WN0152,7.888768911,,
349,ES0197,7.526321411,,
350,WN0153,7.939002514,,
351,ES0199,7.602718353,,
352,WN0160,7.950909376,,
353,ES0208,7.577185154,,
354,WN0182,7.906444311,,
355,ES0214,7.676491976,,
356,ES0216,7.68767786,,
357,WN0187,8.053688765,,
358,ES0238,7.825858355,,
359,WN0193,8.22169733,,
360,ES0245,8.009521961,,
361,WN0200,8.397165775,,
362,ES0262,8.345720768,,
363,WN0206,8.765772104,,
364,ES0268,8.501731873,,
365,WN0210,8.977579117,,
366,SW0345,52.99615407,,
367,NE0339,57.35172439,,
368,NE0357,52.13189507,,
369,SW0358,50.67954683,,
370,SW0372,46.63797736,,
371,NE0371,48.73094559,,
372,SW0389,40.20865369,,
373,NE0376,48.61640954,,
374,SW0399,9.585445642,,
375,NE0402,9.515045404,,
376,SW0403,9.3825984,,
377,NE0423,9.390625477,,
378,SW0429,9.2648139,,
379,SW0435,9.154179335,,
380,SW0437,9.03953743,,
381,NE0460,8.865482092,,
382,SN1379,56.41598868,,
383,SE1380,56.13108349,,
384,NS1386,54.20633674,,
385,NW1388,53.24882793,,
386,SN1384,56.05674767,,
387,SE1391,53.4487958,,
388,NS1390,53.09686708,,
389,NW1398,46.94284534,,
390,SN1412,42.05889773,,
391,SE1393,51.79791641,,
392,NS1397,48.72423458,,
393,NW1407,44.50442243,,
394,SN1413,42.21626711,,
395,SE1400,50.45264649,,
396,NS1405,47.47757936,,
397,NW1419,39.37535906,,
398,SN1427,38.00147343,,
399,SE1404,31.99923801,,
400,NS1414,8.957301617,,
401,NW1432,8.944589376,,
402,SN1446,9.3753829,,
403,SN1448,9.353668451,,
404,SE1406,9.3483603,,
405,NW1472,9.012144089,,
406,SN1456,9.407910824,,
407,SE1415,9.399962664,,
408,SN1470,9.292265177,,
409,SE1421,9.278976679,,
410,SN1474,9.15960598,,
411,SE1433,9.142684937,,
412,SE1445,9.015609264,,
413,SE1449,8.950481653,,
414,SE1450,9.003404379,,
415,EN1417,54.18067431,,
416,EW1416,54.20504737,,
417,WE1418,54.69458508,,
418,WS1428,52.08260298,,
419,EN1422,52.83316159,,
420,EW1438,46.73673916,,
421,EN1425,52.93865108,,
422,WS1431,51.91626978,,
423,WE1442,46.23777771,,
424,EN1426,53.10810876,,
425,EW1444,42.22275877,,
426,WS1457,33.95572662,,
427,WE1454,38.84662914,,
428,EN1436,51.32491064,,
429,EW1452,38.43868685,,
430,WS1463,31.53836226,,
431,WE1465,29.58308029,,
432,EN1464,21.27472162,,
433,EW1459,28.46396422,,
434,WS1477,22.14611435,,
435,WE1487,9.912474632,,
436,EN1466,9.452136517,,
437,EW1468,9.43661952,,
438,EN1471,9.400697708,,
439,WS1480,9.835034847,,
440,EW1482,9.370061159,,
441,WS1481,9.821713448,,
442,WS1483,9.793389797,,
443,EN1485,9.291171312,,
444,EW1497,9.201082468,,
445,EW1499,8.964823484,,
446,EW1500,8.822256088,,
447,EW1502,8.664582014,,
448,EW1504,8.609527111,,
449,EW1505,8.621856928,,
450,SE1455,25.32405424,,
451,SN1484,25.21284056,,
452,NS1488,22.66553569,,
453,NW1490,21.4430182,,
454,SE1475,25.13267207,,
455,NS1489,22.66055751,,
456,SN1506,11.43242455,,
457,NW1493,21.38664341,,
458,SE1479,25.15132141,,
459,NS1509,9.00419426,,
460,SN1516,8.598537683,,
461,SE1491,25.04823041,,
462,SE1503,16.24408197,,
463,NS1517,8.03437376,,
464,SN1520,8.414538383,,
465,SE1512,8.202007771,,
466,NS1530,7.322120905,,
467,NW1535,7.369861603,,
468,SN1541,7.853510857,,
469,SN1545,7.730920792,,
470,NW1544,7.394967079,,
471,SE1549,7.82994771,,
472,NS1547,7.477312803,,
473,SN1550,7.713564157,,
474,SE1551,7.696081161,,
475,SN1556,7.514712095,,
476,NS1555,7.145284176,,
477,SN1558,7.339870453,,
478,NS1563,7.023844719,,
479,NS1565,7.008233786,,
480,SN1568,7.27094698,,
481,SN1571,7.196680546,,
482,NS1575,6.751801252,,
483,NW1582,6.881332636,,
484,SN1594,7.40232873,,
485,NW1593,7.074385166,,
486,NW1601,7.271331072,,
487,SE1602,7.617363214,,
488,NW1603,7.358785152,,
489,NS1608,7.390869379,,
490,NS1611,7.571192503,,
491,SE1614,7.925664425,,
492,NS1616,7.573937893,,
493,SN1618,7.911640882,,
494,SE1621,7.851852417,,
495,SN1628,7.489441156,,
496,NS1627,7.076595306,,
497,NS1632,7.03350997,,
498,SN1639,7.417332649,,
499,SE1641,7.417533636,,
500,SN1644,7.403384686,,
501,NW1642,7.057804585,,
502,NS1646,7.055534601,,
503,NW1647,7.123966694,,
504,SE1653,7.761762857,,
505,SE1659,8.238807678,,
506,SN1660,8.254036427,,
507,SN1661,8.264146328,,
508,SN1667,8.189826727,,
509,NW1666,7.805966377,,
510,SE1673,7.663449287,,
511,SE1675,7.765795946,,
512,SN1676,7.775002003,,
513,NS1674,7.409217119,,
514,SN1677,7.770910978,,
515,NW1683,7.406878948,,
516,NW1686,7.534826994,,
517,SE1690,7.910899639,,
518,NW1694,7.527024031,,
519,NW1697,7.604029894,,
520,NW1705,7.567418337,,
521,SN1707,8.025668621,,
522,SE1711,8.107497454,,
523,NW1712,7.807638407,,
524,NW1714,8.04046607,,
525,SN1716,8.429944038,,
526,SN1718,8.402570009,,
527,SE1719,8.427055836,,
528,NS1728,8.052138805,,
529,NS1730,8.096835852,,
530,SE1732,8.422444582,,
531,NS1736,7.878269434,,
532,NW1737,7.804963827,,
533,SN1743,8.392131567,,
534,SE1744,8.3689785,,
535,NW1747,8.072895288,,
536,SN1753,8.433946609,,
537,NS1752,8.040467501,,
538,SN1756,8.381177664,,
539,NS1774,8.2685709,,
540,NW1775,8.319626093,,
541,NW1778,8.443632603,,
542,NS1780,8.502354622,,
543,NW1781,8.44614625,,
544,NW1786,8.449836969,,
545,NW1787,8.470813036,,
546,NS1789,8.455512047,,
547,NS1790,8.464073658,,
548,NS1791,8.468812943,,
549,SN1794,8.849514246,,
550,NW1797,8.483995199,,
551,NW1802,8.900098085,,
552,SE1805,9.923378944,,
553,NS1808,9.519939661,,
554,SW0486,209.7173669,,
555,NE0469,223.4037933,,
556,NE0476,219.5223126,,
557,SW0495,206.5382121,,
558,SW0508,197.1214223,,
559,NE0498,207.6350114,,
560,SW0518,194.9862926,,
561,NE0501,206.3495188,,
562,SW0525,11.25471687,,
563,NE0515,11.24691916,,
564,NW1810,17.79581833,,
565,NW1811,17.80697775,,
566,NS1812,17.8879559,,
567,SE1819,11.21237469,,
568,NS1813,17.82556725,,
569,NS1824,10.32774925,,
570,SN1829,9.889613628,,
571,NW1828,9.328352928,,
572,SN1832,9.672717571,,
573,SN1839,9.546682119,,
574,SE1840,9.550733805,,
575,SN1844,9.549387217,,
576,SE1849,9.552262306,,
577,NW1848,9.075935602,,
578,NW1852,9.459273815,,
579,NW1853,9.592476845,,
580,NS1856,9.734196901,,
581,NW1857,9.805458069,,
582,SN1863,11.56003046,,
583,NS1865,11.08579397,,
584,SE1869,11.26826715,,
