,vehicleid,delaytime
222,NW1223,6.03282547
223,SN1225,6.29243207
224,SN1226,6.301109791
225,SW0220,30.59209085
226,NE0224,14.39497185
227,NE0227,12.59603691
228,SN1228,8.699578047
229,NW1229,7.196957111
230,NS1230,5.991163969
231,SE1231,6.301045656
232,NS1232,6.004750967
233,NE0233,10.4879086
234,NE0235,6.587716341
235,NS1234,13.80024457
236,NW1236,10.18030119
237,NW1237,7.194439888
238,NW1239,6.901955366
239,SW0238,18.89978838
240,SW0240,12.30210996
241,SW0243,6.603590012
,,
,,11.24221535
